file_id,dataset,text,category,text_length,word_count,textblob_polarity,textblob_subjectivity,mh_depression,mh_anxiety,mh_stress,mh_positive,mh_negative,exclamations,questions
synthetic_negative_0012,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0013,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0014,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0015,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0016,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0017,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0018,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0019,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0020,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0021,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0022,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0023,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0024,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0025,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0026,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0027,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0028,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0029,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0030,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0031,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0032,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0033,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0034,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0035,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0036,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0037,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0038,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0039,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0040,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0041,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0042,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0043,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0044,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0045,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0046,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0047,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0048,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0049,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0050,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0051,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0052,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0053,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0054,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0055,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0056,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0057,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0058,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0059,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0060,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0061,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0062,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0063,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0064,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0065,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0066,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0067,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0068,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0069,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0070,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0071,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0072,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0073,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0074,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0075,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0076,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0077,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0078,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0079,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0080,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0081,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0082,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0083,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0084,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0085,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0086,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0087,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0088,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0089,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0090,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0091,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0092,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0093,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0094,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0095,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0096,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0097,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0098,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0099,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0100,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0101,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0102,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0103,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0104,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0105,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0106,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0107,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0108,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0109,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0110,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0111,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0112,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0113,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0114,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0115,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0116,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0117,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0118,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0119,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0120,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0121,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0122,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0123,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0124,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0125,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0126,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0127,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0128,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0129,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0130,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0131,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0132,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0133,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0134,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0135,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0136,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0137,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0138,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0139,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0140,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0141,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0142,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0143,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0144,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0145,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0146,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0147,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0148,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0149,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0150,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0151,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0152,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0153,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0154,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0155,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0156,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0157,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0158,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0159,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0160,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0161,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0162,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0163,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0164,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0165,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0166,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0167,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0168,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0169,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0170,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0171,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0172,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0173,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0174,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0175,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0176,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0177,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0178,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0179,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0180,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0181,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0182,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0183,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0184,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0185,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0186,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0187,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0188,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0189,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0190,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0191,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0192,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0193,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0194,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0195,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0196,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0197,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0198,Synthetic,Can't shake this negative feeling,negative,33,5,-0.3,0.4,0,0,0,0,True,0,0
synthetic_negative_0199,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_neutral_0000,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0001,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0002,Synthetic,"Just had a regular day, nothing special",neutral,39,7,0.17857142857142858,0.32417582417582413,0,0,0,0,False,0,0
synthetic_neutral_0003,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0004,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0005,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0006,Synthetic,Another typical day at work,neutral,27,5,-0.16666666666666666,0.5,0,0,0,0,False,0,0
synthetic_neutral_0007,Synthetic,"Just had a regular day, nothing special",neutral,39,7,0.17857142857142858,0.32417582417582413,0,0,0,0,False,0,0
synthetic_neutral_0008,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0009,Synthetic,Another typical day at work,neutral,27,5,-0.16666666666666666,0.5,0,0,0,0,False,0,0
synthetic_neutral_0010,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0011,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0012,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0013,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0014,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0015,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0016,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0017,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0018,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0019,Synthetic,Another typical day at work,neutral,27,5,-0.16666666666666666,0.5,0,0,0,0,False,0,0
synthetic_neutral_0020,Synthetic,Did my usual routine today,neutral,26,5,-0.25,0.25,0,0,0,0,False,0,0
synthetic_neutral_0021,Synthetic,Another typical day at work,neutral,27,5,-0.16666666666666666,0.5,0,0,0,0,False,0,0
synthetic_neutral_0022,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0023,Synthetic,"Just had a regular day, nothing special",neutral,39,7,0.17857142857142858,0.32417582417582413,0,0,0,0,False,0,0
synthetic_neutral_0024,Synthetic,Another typical day at work,neutral,27,5,-0.16666666666666666,0.5,0,0,0,0,False,0,0
synthetic_neutral_0025,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0026,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
synthetic_neutral_0027,Synthetic,Another typical day at work,neutral,27,5,-0.16666666666666666,0.5,0,0,0,0,False,0,0
synthetic_neutral_0028,Synthetic,"Just had a regular day, nothing special",neutral,39,7,0.17857142857142858,0.32417582417582413,0,0,0,0,False,0,0
synthetic_neutral_0029,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0030,Synthetic,"Working on tasks, getting things done",neutral,37,6,0.0,0.0,0,0,0,0,False,0,0
synthetic_neutral_0031,Synthetic,"Just had a regular day, nothing special",neutral,39,7,0.17857142857142858,0.32417582417582413,0,0,0,0,False,0,0
synthetic_neutral_0032,Synthetic,Had meetings and normal activities,neutral,34,5,0.15,0.6499999999999999,0,0,0,0,False,0,0
